ID salarié,Nom,Prénom,Date de naissance,BU,Date d'embauche,Salaire brut,Type de contrat,Nombre de jours de CP,Adresse du domicile,Moyen de déplacement,Pratique d'un sport,Distance domicile-entreprise (km),distance_limit,transport_eligible,bonus,Nombre d'activités,Éligible jours bien-être,Jours bien-être accordés
15493,Devaux,Alice,1994-12-21,Support,2020-12-06,73720,CDI,28,"50 Boulevard de la Mer, 34880 La Grande-Motte",Véhicule thermique/électrique,Aucune,14.52,,False,0.0,0,False,0
84233,Gauthier,Michelle,1989-01-20,Finance,2024-12-29,73160,CDI,26,"Av. de la Mer, Montpellier",Vélo/Trottinette/Autres,Aucune,2.36,25.0,True,3658.0,0,False,0
17997,Dias,Mathilde,1974-10-15,Support,2023-04-02,27040,CDI,27,"9 Rue Four des Flammes, 34000 Montpellier",Véhicule thermique/électrique,Tennis de table,6.78,,False,0.0,32,True,5
48589,Lopez,Robert,1984-08-23,Marketing,2021-07-14,49610,CDI,25,"45 Rue de la République, 34000 Montpellier",Vélo/Trottinette/Autres,Aucune,5.64,25.0,True,2480.5,0,False,0
76341,Joubert,Claudine,1981-08-15,Finance,2023-01-13,43710,CDI,29,"57 Av. de la Liberté, 34070 Montpellier",Vélo/Trottinette/Autres,Football,6.47,25.0,True,2185.5,27,True,5
89943,Royer,Benjamin,1996-12-10,Finance,2020-11-14,65310,CDI,29,"40 Rue du Pradas, 34470 Pérols",Marche,Randonnée,3.21,15.0,True,3265.5,28,True,5
46253,Blin,Léa,1975-05-02,Marketing,2020-10-05,43450,CDI,27,"32 Trav. de la Brigantine, 34970 Lattes",Véhicule thermique/électrique,Randonnée,2.13,,False,0.0,106,True,5
17376,Rey,Diane,1971-09-18,Finance,2022-06-16,69760,CDI,29,"1932 Ham. de Rabejac, 34700 Le Puech",Véhicule thermique/électrique,Aucune,58.62,,False,0.0,0,False,0
22426,Poirier,Gabriel,1972-11-05,Ventes,2023-12-29,67610,CDI,26,"103 Av. de la Plage, 34450 Vias",Véhicule thermique/électrique,Voile,66.22,,False,0.0,216,True,5
34413,Aubert,Brigitte,1978-05-24,Ventes,2023-07-15,71040,CDI,25,"367 Av. Marcel Pagnol, 34470 Pérols",Marche,Aucune,3.61,15.0,True,3552.0,0,False,0
44472,Lemaire,Maurice,1973-12-18,Finance,2024-11-26,63860,CDI,29,"94 Rue Jean Jaurès, 34740 Vendargues",Véhicule thermique/électrique,Football,13.37,,False,0.0,85,True,5
97309,Roussel,Charles,1978-12-22,Ventes,2020-07-12,73490,CDI,28,"51 Av. de La Mer, 34470 Pérols",Véhicule thermique/électrique,Tennis,6.35,,False,0.0,110,True,5
39874,Rossi,Claire,1997-05-05,Support,2024-03-28,57460,CDD,27,"87 Rue du Marché, 34400 Lunel",Véhicule thermique/électrique,Tennis,22.02,,False,0.0,29,True,5
92736,Lagarde,Alain,1983-06-03,Support,2021-11-04,43210,CDI,27,"187 Chem. de la Draye du Marbre, 34170 Castelnau-le-Lez",Vélo/Trottinette/Autres,Aucune,8.79,25.0,True,2160.5,0,False,0
43015,Mendes,Juliette,1991-10-22,Support,2025-03-06,57040,CDI,26,"199-97 Av. du Pichagret, 34980 Saint-Gély-du-Fesc",Véhicule thermique/électrique,Aucune,25.05,,False,0.0,0,False,0
71502,Louis,Mégane,1979-01-28,Finance,2023-01-25,33850,CDI,25,455 route de mendes 34000 Montpellier,Vélo/Trottinette/Autres,Aucune,8.18,25.0,True,1692.5,0,False,0
16872,Toussaint,Francoise,1999-11-13,Finance,2023-01-26,30560,CDI,27,"10 Av. Maréchal Leclerc, 34280 La Grande-Motte",Vélo/Trottinette/Autres,Aucune,13.59,25.0,True,1528.0,0,False,0
76771,Munoz,Andréa,1985-01-17,Ventes,2023-02-12,55670,CDI,29,"Pl. de la Liberté, 34430 Saint-Jean-de-Védas",Véhicule thermique/électrique,Aucune,14.98,,False,0.0,0,False,0
50408,Bonneau,Monique,1986-04-27,Support,2024-02-22,54710,CDD,27,"118 Imp. des Vignes, 34470 Pérols",Marche,Aucune,3.35,15.0,True,2735.5,0,False,0
49804,Carlier,Constance,1976-02-16,R&D,2024-09-02,70060,CDI,25,"200 Rue du Stade, 34830 Clapiers",Véhicule thermique/électrique,Runing,15.27,,False,0.0,106,True,5
20083,Jacquot,Marcel,1971-05-20,Support,2021-08-12,38870,CDI,27,"13 Bd de la Liberté, 34500 Béziers",Véhicule thermique/électrique,Aucune,74.49,,False,0.0,0,False,0
37866,Gautier,Marine,1972-01-17,R&D,2021-09-10,50700,CDI,27,"4 Av. de la Paix, 34690 Fabrègues",Transports en commun,Natation,18.98,,False,0.0,207,True,5
71190,Vallet,Andre,1977-09-15,Finance,2021-06-30,58580,CDI,26,"68 Rue du N, 34920 Le Crès",Vélo/Trottinette/Autres,Badminton,10.78,25.0,True,2929.0,31,True,5
57202,Martel,Louis,1984-07-03,R&D,2022-09-03,33450,CDI,26,"8 Rue Achille Bege, 34090 Montpellier",Transports en commun,Aucune,7.83,,False,0.0,0,False,0
27620,Hebert,William,1973-03-10,Ventes,2025-03-24,68120,CDI,25,"18 Rue des Vignes, 34970 Lattes",Vélo/Trottinette/Autres,Aucune,2.36,25.0,True,3406.0,0,False,0
36981,Schmitt,Jules,1999-03-11,Marketing,2024-11-19,42410,CDD,25,"47 Av. de la Gare, 34970 Lattes",Marche,Natation,1.63,15.0,True,2120.5,101,True,5
89328,Lambert,Denise,1987-09-05,Ventes,2021-07-01,38930,CDI,29,"8 Rue de la Vieille, 34000 Montpellier",Vélo/Trottinette/Autres,Tennis de table,5.73,25.0,True,1946.5,103,True,5
50309,Lacroix,Olivie,1964-09-22,Support,2021-07-05,32520,CDI,26,"76 Av. de la Plage, 34410 Sérignan",Véhicule thermique/électrique,Runing,76.67,,False,0.0,30,True,5
32690,Hamon,Paul,1980-05-18,R&D,2020-11-12,36430,CDI,29,"84 Rue du Port, 34470 Pérols",Vélo/Trottinette/Autres,Badminton,6.17,25.0,True,1821.5,27,True,5
43861,Klein,Christine,2001-03-08,Finance,2024-12-10,43810,CDI,28,"87 Av. de la Plage, 34450 Vias",Véhicule thermique/électrique,Aucune,66.19,,False,0.0,0,False,0
17027,Boyer,Julie,1995-04-19,Support,2022-09-04,36180,CDI,25,"Pl. Jean Jaurès, 34000 Montpellier",Vélo/Trottinette/Autres,Tennis,5.74,25.0,True,1809.0,108,True,5
99401,Pons,Yves,1969-02-28,Ventes,2022-11-28,66130,CDI,29,"20 Av. de la Paix, 34690 Fabrègues",Véhicule thermique/électrique,Runing,18.51,,False,0.0,211,True,5
86847,Arnaud,Jeremy,1989-05-13,Support,2020-03-31,29180,CDI,28,"139 Av. des Pins, 34150 Gignac",Véhicule thermique/électrique,Football,41.74,,False,0.0,111,True,5
58045,Provost,Elodie,1970-06-17,Marketing,2024-11-16,42910,CDD,27,"112 Chem. des Pins, 34170 Castelnau-le-Lez",Vélo/Trottinette/Autres,Aucune,8.5,25.0,True,2145.5,0,False,0
53673,Ferrand,Julien,1986-08-21,Finance,2024-09-26,31700,CDI,26,"129 Av. de la Liberté, 34070 Montpellier",Vélo/Trottinette/Autres,Voile,7.49,25.0,True,1585.0,106,True,5
13064,Thibault,Henriette,1972-03-27,R&D,2021-07-31,74990,CDI,26,"3 Rue de la République, 34770 Gigean",Véhicule thermique/électrique,Aucune,33.71,,False,0.0,0,False,0
18918,Michaud,Naomie,1963-09-13,Marketing,2020-08-10,25610,CDI,27,"21 Av. du Port, 34540 Balaruc-les-Bains",Véhicule thermique/électrique,Tennis,33.94,,False,0.0,27,True,5
51328,Albert,Adèle,2000-05-28,Support,2020-07-31,74300,CDI,25,"22 Rue de la Paix, 34130 Mauguio",Vélo/Trottinette/Autres,Aucune,9.08,25.0,True,3715.0,0,False,0
86633,Rodriguez,Léon,1963-03-07,Support,2022-06-29,27260,CDI,25,"140 All. des Vignes, 34280 La Grande-Motte",Véhicule thermique/électrique,Runing,19.47,,False,0.0,99,True,5
29200,Gosselin,Joseph,1995-12-19,Support,2022-09-26,34610,CDI,27,"21 All. Martine Carol, 34070 Montpellier",Transports en commun,Aucune,8.58,,False,0.0,0,False,0
43542,Pendragon,Arthur,2002-08-04,R&D,2021-04-30,47370,CDI,26,"18 Rue des Arbousiers, 34230 Bélarga",Véhicule thermique/électrique,Judo,53.06,,False,0.0,109,True,5
64886,De Oliveira,Nath,1961-03-27,R&D,2024-10-25,38670,CDI,29,"4 Pl. des Écoles, 34970 Lattes",Marche,Aucune,0.25,15.0,True,1933.5,0,False,0
45140,Henry,Roger,1967-09-15,Marketing,2024-11-03,52770,CDI,25,"84 Rue des Écoles, 34980 Saint-Clément-de-Rivière",Vélo/Trottinette/Autres,Aucune,16.16,25.0,True,2638.5,0,False,0
44927,Fischer,Hugues,1977-07-22,Ventes,2023-02-08,62370,CDI,25,"143 Rue des Sansouïres, 34970 Lattes",Vélo/Trottinette/Autres,Randonnée,7.76,25.0,True,3118.5,31,True,5
79837,Muller,Alphonse,1970-12-10,Ventes,2020-05-26,30360,CDI,27,"11 Lot. Mas de Combes, 34230 Popian",Véhicule thermique/électrique,Aucune,44.44,,False,0.0,0,False,0
76903,Lemaire,Victor,1979-12-30,Finance,2020-11-08,60670,CDI,26,"260 Chem. du Pompage, 34800 Canet",Véhicule thermique/électrique,Basketball,49.05,,False,0.0,21,True,5
30351,Samson,Julien,1969-03-25,Marketing,2022-12-28,51610,CDI,28,"21 Rue de la Liberté, 34700 Soumont",Véhicule thermique/électrique,Aucune,68.15,,False,0.0,0,False,0
20697,Cousin,Antoine,1990-09-18,Marketing,2021-02-15,37620,CDI,27,"12 Rue William et Catherine Booth, 34070 Montpellier",Véhicule thermique/électrique,Randonnée,8.58,,False,0.0,102,True,5
37830,Toussaint,Alexandre,1981-01-03,Ventes,2021-07-08,28050,CDI,26,"18 Rue des Agapanthes, 34470 Pérols",Transports en commun,Randonnée,4.16,,False,0.0,205,True,5
34678,Mendes,Astrid,1972-01-31,Finance,2023-11-01,59520,CDI,27,"32 Av. Jean - Louis Etienne, 34740 Vendargues",Véhicule thermique/électrique,Randonnée,12.42,,False,0.0,26,True,5
54625,Paul,Christiane,1994-04-18,Support,2022-11-18,70550,CDI,27,"26 Bd de la Liberté, 34830 Clapiers",Vélo/Trottinette/Autres,Aucune,9.83,25.0,True,3527.5,0,False,0
70575,Munoz,Charlene,1991-03-22,R&D,2022-04-22,43520,CDI,25,"138 Rue de la République, 30600 Vauvert",Véhicule thermique/électrique,Randonnée,39.94,,False,0.0,17,True,5
66882,Leleu,Guillaume,2002-01-21,Finance,2021-11-26,43860,CDI,28,"3 Rue Tadorne, 34140 Mèze",Véhicule thermique/électrique,Judo,39.84,,False,0.0,112,True,5
35719,Navarro,Alain,1983-02-22,Finance,2022-03-30,32350,CDI,26,"81 Av. du Général Leclerc, 34470 Pérols",Transports en commun,Aucune,5.55,,False,0.0,0,False,0
28529,Lefort,Thibaut,1992-01-19,Finance,2021-07-12,25730,CDI,26,"100 Bd Victor Hugo, 34000 Montpellier",Vélo/Trottinette/Autres,Aucune,5.53,25.0,True,1286.5,0,False,0
60358,Lesage,Mathilde,1981-09-04,R&D,2022-03-29,44830,CDI,28,"15 Rue de la République, 34000 Montpellier",Vélo/Trottinette/Autres,Natation,5.65,25.0,True,2241.5,29,True,5
50504,Fabre,Christiane,1995-10-04,Finance,2021-09-04,37910,CDI,26,"10 Rue du Marché aux Raisins, 34750 Villeneuve-lès-Maguelone",Vélo/Trottinette/Autres,Escalade,11.91,25.0,True,1895.5,104,True,5
56530,Morin,Francis,1977-01-30,Ventes,2022-02-07,51800,CDI,29,"124 Rue des Écoles, 34540 Balaruc-les-Bains",Transports en commun,Runing,36.79,,False,0.0,25,True,5
45221,Georges,Bernard,1976-09-11,Finance,2020-07-25,34230,CDI,25,"215 Rue Alphonse Allais, 34070 Montpellier",Vélo/Trottinette/Autres,Randonnée,6.7,25.0,True,1711.5,198,True,5
86948,Boutin,Philippine,1984-10-28,Finance,2023-10-16,73110,CDI,27,"85 Av. de la Paix, 34690 Fabrègues",Vélo/Trottinette/Autres,Tennis,19.92,25.0,True,3655.5,100,True,5
34899,Besson,Hugues,1971-04-03,Support,2022-04-04,72360,CDI,28,"Pl. de la Liberté, 34470 Pérols",Marche,Football,3.86,15.0,True,3618.0,23,True,5
36827,Devaux,Audrey,1963-07-16,Finance,2022-09-22,39290,CDI,26,"Pl. du Marché, 34250 Palavas-les-Flots",Vélo/Trottinette/Autres,Tennis,11.24,25.0,True,1964.5,103,True,5
66425,Jourdan,Thomas,1979-11-17,Marketing,2021-11-30,43530,CDI,25,"111 Rue du Ctre, 34160 Saint-Drézéry",Véhicule thermique/électrique,Aucune,25.11,,False,0.0,0,False,0
77789,Bourgeois,Benjamin,1985-01-14,Support,2021-07-03,25570,CDI,27,"176 Bd de la Liberté, 34830 Clapiers",Véhicule thermique/électrique,Aucune,14.96,,False,0.0,0,False,0
46158,Marchand,Martin,1960-04-24,R&D,2022-11-05,47730,CDI,26,"44 Av. de la Paix, 34690 Fabrègues",Vélo/Trottinette/Autres,Aucune,19.93,25.0,True,2386.5,0,False,0
34382,Payet,Capucine,1991-06-18,Marketing,2022-12-04,48430,CDI,25,"151 Bd Victor Hugo, 34000 Montpellier",Transports en commun,Équitation,5.64,,False,0.0,97,True,5
60141,Colin,Iris,1999-10-15,R&D,2024-03-18,74000,CDI,28,"17 Rue du Ctre, 34160 Saint-Drézéry",Véhicule thermique/électrique,Aucune,25.05,,False,0.0,0,False,0
68454,Ribeiro,Catherine,1970-01-18,Support,2023-03-03,59240,CDI,25,"121 Rue du Marché, 34800 Clermont-l'Hérault",Véhicule thermique/électrique,Aucune,57.58,,False,0.0,0,False,0
45725,Boulanger,Henri,1962-10-07,Ventes,2023-10-18,51630,CDI,28,"28 Rue Anatole France, 34120 Pézenas",Véhicule thermique/électrique,Aucune,65.36,,False,0.0,0,False,0
67121,Pasquier,Claudine,1968-04-27,Finance,2020-09-20,68240,CDI,27,"Bd des Sports, 34000 Montpellier",Vélo/Trottinette/Autres,Rugby,5.25,25.0,True,3412.0,27,True,5
76076,Moreno,André,1981-02-16,Support,2020-08-29,74330,CDI,26,"141 Rue de la Plage, 34130 Mauguio",Vélo/Trottinette/Autres,Football,7.81,25.0,True,3716.5,108,True,5
60437,Delattre,Danielle,1968-10-24,Finance,2023-09-23,29090,CDI,27,"328 All. de l'Iliade, 34280 La Grande-Motte",Véhicule thermique/électrique,Aucune,16.35,,False,0.0,0,False,0
33872,Poirier,Laure,1979-10-03,Ventes,2022-08-07,51020,CDI,26,"162 Av. de la Paix, 34290 Montblanc",Véhicule thermique/électrique,Aucune,61.7,,False,0.0,0,False,0
23842,Schneider,Jules,1986-07-25,Ventes,2024-04-05,51010,CDI,29,"79 Rue des Écoles, 34920 Le Crès",Transports en commun,Voile,27.49,,False,0.0,34,True,5
66386,Lacroix,Susanne,1961-01-08,Finance,2025-01-15,55310,CDI,26,"189 Pl. des Écoles, 34970 Lattes",Marche,Badminton,0.28,15.0,True,2765.5,95,True,5
75791,Olivier,Caroline,1987-05-30,Marketing,2021-07-07,56010,CDI,27,"Rue des Écoles, 34120 Lézignan-la-Cèbe",Véhicule thermique/électrique,Runing,70.01,,False,0.0,105,True,5
55153,Delmas,Colette,1971-08-28,Finance,2022-10-01,42280,CDI,29,"178 Rue de la Lucques, 34150 Aniane",Véhicule thermique/électrique,Boxe,45.2,,False,0.0,28,True,5
91916,Legrand,Margaud,1983-10-13,Finance,2020-05-19,47530,CDI,27,"72 Rue des Pins, 34470 Pérols",Vélo/Trottinette/Autres,Rugby,3.9,25.0,True,2376.5,19,True,5
50316,Roux,Juliette,1993-11-06,Finance,2024-01-24,64970,CDD,27,"36 Bis Rue Paul Verlaine, 34130 Mauguio",Véhicule thermique/électrique,Aucune,10.3,,False,0.0,0,False,0
49419,Bernard,Denise,1972-02-24,Finance,2020-09-01,42530,CDI,28,"13 Bd des Sports, 34000 Montpellier",Vélo/Trottinette/Autres,Natation,5.31,25.0,True,2126.5,99,True,5
30945,Grenier,Hugues,1975-01-02,Finance,2024-10-07,71640,CDI,26,"90 Av. de la Liberté, 34070 Montpellier",Vélo/Trottinette/Autres,Runing,7.36,25.0,True,3582.0,105,True,5
29793,Chauvin,Marine,1970-07-26,Finance,2023-09-14,47780,CDI,29,"121 Bd des Sports, 34000 Montpellier",Transports en commun,Runing,6.52,,False,0.0,106,True,5
41293,Marchand,Sabine,1996-10-22,Support,2023-12-29,55910,CDI,29,"6 Rue des Bougainvilliers, 34970 Lattes",Vélo/Trottinette/Autres,Randonnée,3.08,25.0,True,2795.5,100,True,5
96902,Durand,Nicole,1971-10-17,Marketing,2021-08-09,45910,CDI,28,"19 Rue de l'Église, 34250 Palavas-les-Flots",Vélo/Trottinette/Autres,Aucune,11.5,25.0,True,2295.5,0,False,0
42472,Devaux,Charles,1997-02-09,Support,2024-02-28,26830,CDI,27,"103 Rue Joseph Guerre, 34070 Montpellier",Transports en commun,Randonnée,9.81,,False,0.0,34,True,5
69938,Guillou,Valérie,1978-12-13,Ventes,2021-06-05,38840,CDI,26,"7 Rue Alphonse Daudet, 34470 Pérols",Vélo/Trottinette/Autres,Randonnée,3.19,25.0,True,1942.0,114,True,5
70933,Leconte,Sébastien,1984-12-27,Ventes,2024-12-17,49630,CDI,27,"13 Rue du Marché, 34560 Montbazin",Véhicule thermique/électrique,Tennis,37.37,,False,0.0,111,True,5
46903,Leleu,Luc,1994-02-02,Support,2022-04-06,71330,CDI,29,"57 Av. des Pins, 34130 Valergues",Vélo/Trottinette/Autres,Escalade,16.23,25.0,True,3566.5,25,True,5
93699,Klein,Dominique,1992-02-11,Finance,2024-10-22,51150,CDD,28,"103 All. des Pins, 34170 Castelnau-le-Lez",Transports en commun,Runing,13.58,,False,0.0,204,True,5
78962,Perrot,Margot,1980-06-28,R&D,2021-07-18,48700,CDI,27,"20 Rue de la Petite Calade, 34660 Cournonterral",Véhicule thermique/électrique,Boxe,24.08,,False,0.0,107,True,5
90813,Baudry,Gilles,1961-08-15,Support,2021-03-28,35650,CDI,29,"88 Av. de la Liberté, 34070 Montpellier",Vélo/Trottinette/Autres,Natation,7.36,25.0,True,1782.5,31,True,5
31222,Gonzalez,Luc,1973-08-05,R&D,2021-01-29,56020,CDI,26,"1 Rue du Stade, 34820 Teyran",Véhicule thermique/électrique,Natation,18.85,,False,0.0,95,True,5
12497,Fontaine,Gabriel,1961-06-03,R&D,2023-01-30,27820,CDI,25,"Rue du N, 34920 Le Crès",Vélo/Trottinette/Autres,Aucune,10.81,25.0,True,1391.0,0,False,0
90207,Wagner,Andréa,1963-04-02,Marketing,2024-06-21,68430,CDI,28,"Av. de la Gare, 34540 Balaruc-les-Bains",Véhicule thermique/électrique,Tennis,33.43,,False,0.0,28,True,5
48260,Maillet,Théodore,1973-05-20,R&D,2024-05-11,52600,CDI,29,"Rue Rosset, 34000 Montpellier",Transports en commun,Voile,6.15,,False,0.0,107,True,5
46304,Pichon,Benjamin,1994-08-02,R&D,2021-07-24,72240,CDI,27,"50 Rue du Port, 34280 La Grande-Motte",Véhicule thermique/électrique,Rugby,18.82,,False,0.0,32,True,5
73367,Verdier,Simon,1987-07-11,Marketing,2022-05-05,69840,CDI,27,"485 Anc. Chem. du Moulin, 34270 Les Matelles",Véhicule thermique/électrique,Boxe,32.9,,False,0.0,30,True,5
42328,Da Costa,Alain,1990-02-14,Support,2023-03-24,69510,CDI,25,"97 Rte de la Mer, 34400 Lunel",Véhicule thermique/électrique,Aucune,29.63,,False,0.0,0,False,0
59804,Morin,Aurélien,1963-08-10,R&D,2021-10-06,73500,CDI,28,"13 Bis Rue des Anémones, 34000 Montpellier",Transports en commun,Aucune,5.21,,False,0.0,0,False,0
84603,Jean,Marcelle,1961-02-20,Support,2023-09-24,26970,CDI,25,"222 Rue Georges Bizet, 34130 Mauguio",Vélo/Trottinette/Autres,Aucune,9.0,25.0,True,1348.5,0,False,0
57589,Petitjean,Aurélie,1990-03-06,Finance,2024-04-07,27270,CDI,27,"75 Rue des Écoles, 34980 Saint-Clément-de-Rivière",Véhicule thermique/électrique,Runing,20.53,,False,0.0,107,True,5
92368,Torres,Emmanuelle,2001-06-25,Marketing,2020-04-21,74310,CDI,28,"Pl. de la Liberté, 34470 Pérols",Vélo/Trottinette/Autres,Runing,4.34,25.0,True,3715.5,210,True,5
20157,Menard,Damien,2000-04-18,Ventes,2023-01-11,50580,CDI,28,"6 Pl. de la République, 34700 Lodève",Véhicule thermique/électrique,Basketball,64.62,,False,0.0,214,True,5
49571,Meyer,Alfred,1960-08-09,Finance,2023-05-22,45740,CDI,26,"40 Rue Jean Jaurès, 34590 Marsillargues",Véhicule thermique/électrique,Rugby,33.55,,False,0.0,104,True,5
41377,Faure,Emmanuelle,1998-06-16,Support,2025-03-05,52920,CDI,25,"Rue du Ctre, 34160 Saint-Drézéry",Véhicule thermique/électrique,Football,25.02,,False,0.0,109,True,5
22092,Gilbert,Lucas,1984-05-08,Marketing,2023-12-11,53050,CDI,27,"77 Bd des Écoles, 34750 Villeneuve-lès-Maguelone",Vélo/Trottinette/Autres,Aucune,11.77,25.0,True,2652.5,0,False,0
20377,Boutin,Génée,1980-11-29,Ventes,2022-06-06,42670,CDI,26,"140 Rue du Stade, 30920 Codognan",Véhicule thermique/électrique,Aucune,35.9,,False,0.0,0,False,0
29456,Gosselin,Capucine,2002-02-13,Ventes,2024-02-18,48130,CDI,26,"2 Rue Palladio, 34970 Lattes",Vélo/Trottinette/Autres,Aucune,3.42,25.0,True,2406.5,0,False,0
88193,Gomez,Daniel,1967-09-24,R&D,2022-07-05,62410,CDI,25,"194 Rue des Amours d'Antan, 34980 Saint-Gély-du-Fesc",Véhicule thermique/électrique,Randonnée,33.11,,False,0.0,218,True,5
60948,Guillot,Gégoire,1978-07-31,Ventes,2024-12-02,33130,CDD,29,"40 Pl. des Écoles, 34970 Lattes",Marche,Runing,0.28,15.0,True,1656.5,210,True,5
92440,Lacroix,Sébastien,1975-02-13,Marketing,2024-09-27,35320,CDD,27,"369 Chem. du Thym, 34170 Castelnau-le-Lez",Transports en commun,Triathlon,9.0,,False,0.0,204,True,5
86486,Marchand,Emmanuel,1990-12-22,Ventes,2022-06-19,37120,CDI,27,"3 All. des Cévennes, 34630 Saint-Thibéry",Véhicule thermique/électrique,Judo,57.1,,False,0.0,113,True,5
56263,Hernandez,William,1975-02-28,Support,2021-12-23,34090,CDI,29,"246 Rue du Boulidou, 34980 Saint-Clément-de-Rivière",Véhicule thermique/électrique,Boxe,21.87,,False,0.0,101,True,5
59040,Lefebvre,William,1984-01-20,Finance,2023-07-31,38460,CDI,29,"9 Rue du Lierre, 34850 Pinet",Véhicule thermique/électrique,Judo,48.08,,False,0.0,30,True,5
29450,Lambert,Julie,1990-02-14,R&D,2023-10-07,35470,CDI,25,"36 Rue de la Condamine, 34970 Lattes",Véhicule thermique/électrique,Randonnée,2.56,,False,0.0,208,True,5
74171,Grondin,Bertrand,1988-04-26,Finance,2024-12-09,72520,CDI,29,"49 Pl. du Marché, 34250 Palavas-les-Flots",Vélo/Trottinette/Autres,Aucune,11.24,25.0,True,3626.0,0,False,0
