ID,ID salarié,Date de début de l'activité,Message Slack
28,56482,2025-10-23 18:56:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 113 min ! 💪 (""Entraînement terminé."")"
29,56482,2025-10-26 12:10:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 103 min ! 💪
30,56482,2025-10-28 18:56:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 78 min ! 💪 (""Bonne séance."")"
31,56482,2025-11-01 17:58:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 58 min ! 💪 (""Entraînement terminé."")"
32,56482,2025-11-03 08:23:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 65 min ! 💪
33,56482,2025-11-06 17:20:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 107 min ! 💪
34,56482,2025-11-08 07:59:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 91 min ! 💪 (""Entraînement terminé."")"
35,56482,2025-11-09 08:56:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 117 min ! 💪
36,56482,2025-11-21 12:52:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 53 min ! 💪 (""Bonne séance."")"
37,56482,2025-11-28 12:35:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 66 min ! 💪 (""Entraînement terminé."")"
38,56482,2025-12-03 08:59:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 114 min ! 💪 (""Bonne séance."")"
39,56482,2025-12-04 18:19:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 96 min ! 💪 (""Entraînement terminé."")"
40,56482,2025-12-06 12:57:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 111 min ! 💪 (""Très bonnes sensations."")"
41,56482,2025-12-08 08:04:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 88 min ! 💪
42,56482,2025-12-15 08:00:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 54 min ! 💪
43,56482,2025-12-18 08:04:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 49 min ! 💪 (""Entraînement terminé."")"
44,56482,2025-12-20 07:32:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 75 min ! 💪 (""Entraînement terminé."")"
45,56482,2025-12-22 08:46:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 118 min ! 💪 (""Très bonnes sensations."")"
46,56482,2025-12-24 08:50:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 105 min ! 💪 (""Très bonnes sensations."")"
47,56482,2025-12-25 08:06:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 57 min ! 💪 (""Très bonnes sensations."")"
48,56482,2025-12-31 12:55:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 51 min ! 💪
49,56482,2026-01-03 07:25:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 88 min ! 💪
50,56482,2026-01-05 08:34:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 102 min ! 💪 (""Bonne séance."")"
51,56482,2026-01-12 12:15:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 54 min ! 💪 (""Très bonnes sensations."")"
52,56482,2026-01-13 19:55:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 115 min ! 💪
53,56482,2026-01-23 17:53:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 46 min ! 💪
54,56482,2026-01-26 12:31:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 106 min ! 💪 (""Bonne séance."")"
55,56482,2026-02-01 12:00:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 94 min ! 💪 (""Entraînement terminé."")"
56,56482,2026-02-02 19:50:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 103 min ! 💪 (""Entraînement terminé."")"
57,56482,2026-02-13 19:35:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 107 min ! 💪 (""Bonne séance."")"
58,56482,2026-02-14 08:18:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 72 min ! 💪
59,56482,2026-02-15 18:20:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 52 min ! 💪
60,56482,2026-02-19 17:30:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 109 min ! 💪 (""Bonne séance."")"
61,56482,2026-02-20 07:32:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 55 min ! 💪 (""Bonne séance."")"
62,56482,2026-02-26 07:43:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 75 min ! 💪 (""Très bonnes sensations."")"
63,56482,2026-03-05 08:37:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 50 min ! 💪
64,56482,2026-03-12 17:33:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 85 min ! 💪 (""Entraînement terminé."")"
65,56482,2026-03-13 08:42:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 85 min ! 💪 (""Bonne séance."")"
66,56482,2026-03-16 18:41:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 83 min ! 💪 (""Très bonnes sensations."")"
67,56482,2026-03-18 09:59:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 54 min ! 💪
68,56482,2026-03-26 07:04:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 113 min ! 💪 (""Bonne séance."")"
69,56482,2026-03-28 17:16:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 61 min ! 💪 (""Entraînement terminé."")"
70,56482,2026-03-30 09:18:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 65 min ! 💪 (""Très bonnes sensations."")"
71,56482,2026-04-07 19:41:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 112 min ! 💪
72,56482,2026-04-09 18:52:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 115 min ! 💪 (""Entraînement terminé."")"
73,56482,2026-04-10 18:06:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 62 min ! 💪 (""Entraînement terminé."")"
74,56482,2026-04-12 18:35:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 64 min ! 💪 (""Entraînement terminé."")"
75,56482,2026-04-20 18:21:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 71 min ! 💪 (""Entraînement terminé."")"
76,56482,2026-04-23 17:31:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 77 min ! 💪
77,56482,2026-05-01 12:53:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 80 min ! 💪
78,56482,2026-05-05 19:08:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 78 min ! 💪 (""Bonne séance."")"
79,56482,2026-05-13 17:00:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 59 min ! 💪
80,56482,2026-05-14 18:57:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 64 min ! 💪
81,56482,2026-05-16 19:23:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 119 min ! 💪 (""Bonne séance."")"
82,56482,2026-05-17 09:23:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 50 min ! 💪 (""Entraînement terminé."")"
83,56482,2026-05-18 08:43:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 76 min ! 💪
84,56482,2026-05-28 19:26:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 64 min ! 💪 (""Bonne séance."")"
85,56482,2026-05-30 19:10:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 67 min ! 💪 (""Très bonnes sensations."")"
86,56482,2026-06-01 18:59:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 87 min ! 💪 (""Très bonnes sensations."")"
87,56482,2026-06-08 09:10:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 58 min ! 💪 (""Très bonnes sensations."")"
88,56482,2026-06-12 19:02:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 105 min ! 💪 (""Bonne séance."")"
89,56482,2026-06-13 08:52:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 103 min ! 💪 (""Entraînement terminé."")"
90,56482,2026-06-15 08:01:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 69 min ! 💪 (""Très bonnes sensations."")"
91,56482,2026-06-20 09:17:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 53 min ! 💪 (""Entraînement terminé."")"
92,56482,2026-06-25 12:43:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 113 min ! 💪 (""Entraînement terminé."")"
93,56482,2026-06-26 07:07:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 78 min ! 💪 (""Bonne séance."")"
94,56482,2026-06-28 17:27:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 89 min ! 💪 (""Entraînement terminé."")"
95,56482,2026-06-30 12:38:00,Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 110 min ! 💪
96,56482,2026-07-03 12:57:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 118 min ! 💪 (""Bonne séance."")"
97,56482,2026-07-05 12:00:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 111 min ! 💪 (""Bonne séance."")"
98,56482,2026-07-10 09:27:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 53 min ! 💪 (""Entraînement terminé."")"
99,56482,2026-07-12 18:57:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 83 min ! 💪 (""Entraînement terminé."")"
100,56482,2026-07-14 18:26:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 86 min ! 💪 (""Très bonnes sensations."")"
101,56482,2026-07-17 18:18:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 115 min ! 💪 (""Bonne séance."")"
102,56482,2026-07-20 18:24:00,"Bravo Michelle Dumont ! Tu viens de terminer une activité de Tennis de 67 min ! 💪 (""Entraînement terminé."")"
103,17757,2025-07-22 09:13:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 57 min ! 💪 (""Entraînement terminé."")"
104,17757,2025-07-30 18:13:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 62 min ! 💪 (""Très bonnes sensations."")"
105,17757,2025-08-02 19:57:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 80 min ! 💪 (""Bonne séance."")"
106,17757,2025-08-03 18:40:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 69 min ! 💪 (""Entraînement terminé."")"
107,17757,2025-08-05 07:52:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 90 min ! 💪 (""Bonne séance."")"
108,17757,2025-08-07 18:19:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 44 min ! 💪 (""Bonne séance."")"
109,17757,2025-08-10 07:15:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 60 min ! 💪
110,17757,2025-08-20 17:12:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 75 min ! 💪 (""Très bonnes sensations."")"
111,17757,2025-08-22 12:25:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 45 min ! 💪 (""Bonne séance."")"
112,17757,2025-08-24 19:27:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 44 min ! 💪 (""Bonne séance."")"
113,17757,2025-08-29 19:44:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 63 min ! 💪 (""Très bonnes sensations."")"
114,17757,2025-08-30 07:35:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 45 min ! 💪
115,17757,2025-09-01 18:33:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 65 min ! 💪 (""Entraînement terminé."")"
116,17757,2025-09-03 19:57:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 58 min ! 💪 (""Très bonnes sensations."")"
117,17757,2025-09-08 12:16:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 78 min ! 💪 (""Bonne séance."")"
118,17757,2025-09-10 19:40:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 47 min ! 💪 (""Très bonnes sensations."")"
119,17757,2025-09-13 18:15:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 47 min ! 💪 (""Très bonnes sensations."")"
120,17757,2025-09-19 09:15:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 47 min ! 💪 (""Entraînement terminé."")"
121,17757,2025-09-21 08:09:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 44 min ! 💪 (""Très bonnes sensations."")"
122,17757,2025-09-25 18:09:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 75 min ! 💪 (""Bonne séance."")"
123,17757,2025-10-01 12:21:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 64 min ! 💪 (""Très bonnes sensations."")"
124,17757,2025-10-05 19:26:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 54 min ! 💪
125,17757,2025-10-06 19:56:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 78 min ! 💪 (""Très bonnes sensations."")"
126,17757,2025-10-12 09:48:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 54 min ! 💪 (""Très bonnes sensations."")"
127,17757,2025-10-14 17:47:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 77 min ! 💪 (""Bonne séance."")"
128,17757,2025-10-20 12:31:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 31 min ! 💪 (""Très bonnes sensations."")"
129,17757,2025-10-21 09:42:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 73 min ! 💪 (""Très bonnes sensations."")"
130,17757,2025-10-27 17:34:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 31 min ! 💪 (""Très bonnes sensations."")"
131,17757,2025-10-29 17:36:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 72 min ! 💪
132,17757,2025-11-01 07:41:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 57 min ! 💪 (""Bonne séance."")"
133,17757,2025-11-02 09:24:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 50 min ! 💪 (""Bonne séance."")"
134,17757,2025-11-03 12:20:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 51 min ! 💪 (""Très bonnes sensations."")"
135,17757,2025-11-12 09:53:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 35 min ! 💪 (""Très bonnes sensations."")"
136,17757,2025-11-15 07:47:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 64 min ! 💪
137,17757,2025-11-17 07:49:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 71 min ! 💪
138,17757,2025-11-21 19:01:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 90 min ! 💪 (""Bonne séance."")"
139,17757,2025-11-29 07:39:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 39 min ! 💪 (""Bonne séance."")"
140,17757,2025-12-03 18:07:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 66 min ! 💪 (""Bonne séance."")"
141,17757,2025-12-09 19:23:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 40 min ! 💪
142,17757,2025-12-12 19:52:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 40 min ! 💪 (""Entraînement terminé."")"
143,17757,2025-12-18 07:59:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 49 min ! 💪 (""Très bonnes sensations."")"
144,17757,2025-12-22 07:37:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 74 min ! 💪 (""Bonne séance."")"
145,17757,2025-12-26 07:44:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 79 min ! 💪 (""Entraînement terminé."")"
146,17757,2025-12-28 19:02:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 52 min ! 💪 (""Très bonnes sensations."")"
147,17757,2026-01-01 18:23:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 34 min ! 💪 (""Entraînement terminé."")"
148,17757,2026-01-03 07:54:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 56 min ! 💪 (""Très bonnes sensations."")"
149,17757,2026-01-07 09:40:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 87 min ! 💪 (""Très bonnes sensations."")"
150,17757,2026-01-12 18:33:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 71 min ! 💪 (""Entraînement terminé."")"
151,17757,2026-01-14 17:51:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 88 min ! 💪 (""Très bonnes sensations."")"
152,17757,2026-01-17 12:27:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 82 min ! 💪 (""Entraînement terminé."")"
153,17757,2026-01-19 19:59:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 35 min ! 💪 (""Entraînement terminé."")"
154,17757,2026-01-24 12:15:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 78 min ! 💪 (""Très bonnes sensations."")"
155,17757,2026-01-28 09:01:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 61 min ! 💪 (""Entraînement terminé."")"
156,17757,2026-01-29 08:31:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 43 min ! 💪 (""Entraînement terminé."")"
157,17757,2026-01-30 19:16:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 51 min ! 💪 (""Entraînement terminé."")"
158,17757,2026-02-03 07:33:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 90 min ! 💪 (""Bonne séance."")"
159,17757,2026-02-05 07:15:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 76 min ! 💪 (""Très bonnes sensations."")"
160,17757,2026-02-06 12:35:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 78 min ! 💪 (""Bonne séance."")"
161,17757,2026-02-11 12:50:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 31 min ! 💪
162,17757,2026-02-13 09:14:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 55 min ! 💪 (""Bonne séance."")"
163,17757,2026-02-14 09:42:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 67 min ! 💪 (""Entraînement terminé."")"
164,17757,2026-02-19 09:27:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 77 min ! 💪 (""Entraînement terminé."")"
165,17757,2026-02-21 09:44:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 59 min ! 💪 (""Entraînement terminé."")"
166,17757,2026-02-23 07:46:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 42 min ! 💪 (""Entraînement terminé."")"
167,17757,2026-02-24 07:47:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 64 min ! 💪 (""Bonne séance."")"
168,17757,2026-03-02 18:30:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 47 min ! 💪 (""Entraînement terminé."")"
169,17757,2026-03-14 08:18:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 44 min ! 💪 (""Entraînement terminé."")"
170,17757,2026-03-17 07:45:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 64 min ! 💪 (""Bonne séance."")"
171,17757,2026-03-22 17:18:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 74 min ! 💪 (""Bonne séance."")"
172,17757,2026-03-28 18:55:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 78 min ! 💪 (""Très bonnes sensations."")"
173,17757,2026-04-04 07:36:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 48 min ! 💪 (""Très bonnes sensations."")"
174,17757,2026-04-07 08:03:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 46 min ! 💪 (""Très bonnes sensations."")"
175,17757,2026-04-08 07:52:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 34 min ! 💪 (""Très bonnes sensations."")"
176,17757,2026-04-12 18:43:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 33 min ! 💪 (""Bonne séance."")"
177,17757,2026-04-16 08:51:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 66 min ! 💪 (""Entraînement terminé."")"
178,17757,2026-04-20 07:35:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 78 min ! 💪 (""Très bonnes sensations."")"
179,17757,2026-04-27 19:33:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 54 min ! 💪 (""Très bonnes sensations."")"
180,17757,2026-04-30 12:19:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 85 min ! 💪 (""Très bonnes sensations."")"
181,17757,2026-05-02 09:36:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 69 min ! 💪
182,17757,2026-05-03 18:13:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 46 min ! 💪
183,17757,2026-05-04 08:15:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 41 min ! 💪
184,17757,2026-05-08 08:00:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 56 min ! 💪 (""Très bonnes sensations."")"
185,17757,2026-05-12 07:14:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 48 min ! 💪 (""Entraînement terminé."")"
186,17757,2026-05-13 18:55:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 59 min ! 💪
187,17757,2026-05-14 18:14:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 89 min ! 💪 (""Entraînement terminé."")"
188,17757,2026-05-18 12:07:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 64 min ! 💪 (""Bonne séance."")"
189,17757,2026-05-21 18:09:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 88 min ! 💪 (""Entraînement terminé."")"
190,17757,2026-05-22 19:09:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 34 min ! 💪
191,17757,2026-05-30 09:38:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 77 min ! 💪 (""Entraînement terminé."")"
192,17757,2026-05-31 18:19:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 74 min ! 💪 (""Très bonnes sensations."")"
193,17757,2026-06-03 09:32:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 64 min ! 💪 (""Très bonnes sensations."")"
194,17757,2026-06-07 07:56:00,"Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 57 min ! 💪 (""Entraînement terminé."")"
195,17757,2026-06-11 17:16:00,Bravo Margaret Bazin ! Tu viens de terminer une activité de Badminton de 31 min ! 💪
